id_persona,id_hogar,departamento,area,sexo,edad,ocupado,ingreso,factor_expansion
1015,41,Bogota,Rural,H,81,1,1047000.0,258.81
689,125,Bogota,Urbana,H,13,,,341.2
135,393,Narino,Urbana,M,29,1,1751000.0,205.67
584,387,Bogota,Urbana,M,60,0,,120.56
930,397,Valle,Urbana,M,85,0,,185.36
128,317,Valle,Urbana,H,80,0,,366.59
1101,106,Valle,Urbana,M,20,0,,397.91
848,78,Valle,Rural,M,50,1,601000.0,253.03
238,293,Bogota,Urbana,M,8,,,369.42
1095,399,Bogota,Urbana,M,37,1,4326000.0,134.48
743,38,Santander,Urbana,M,1,,,260.6
813,207,Antioquia,Urbana,H,45,0,,178.45
922,6,Bogota,Rural,M,43,1,1325000.0,258.94
56,397,Valle,Rural,H,2,,,177.51
923,371,Santander,Rural,H,17,0,,273.09
106,93,Valle,Urbana,H,63,1,1039000.0,349.83
164,334,Antioquia,Rural,M,4,,,167.55
752,166,Narino,Urbana,H,46,0,,335.66
786,280,Santander,Urbana,M,48,1,1064000.0,252.95
598,226,Santander,Urbana,M,52,0,,410.3
698,167,Antioquia,Urbana,M,15,0,,474.83
966,226,Valle,Rural,H,84,0,,204.72
711,266,Antioquia,Urbana,M,72,0,,380.25
519,190,Bogota,Urbana,M,18,1,2300000.0,428.62
1013,4,Valle,Rural,M,46,0,,443.34
793,98,Bogota,Rural,H,72,1,1719000.0,201.36
1146,167,Antioquia,Urbana,M,20,0,,122.3
544,105,Bogota,Rural,M,53,0,,334.02
725,283,Valle,Urbana,M,40,0,,277.53
574,302,Bogota,Rural,H,58,1,844000.0,313.56
1039,243,Narino,Urbana,H,21,1,,423.3
879,328,Antioquia,Urbana,H,40,1,3882000.0,196.74
407,41,Bogota,Rural,H,26,1,2121000.0,282.61
1049,50,Bogota,Urbana,H,1,,,469.62
928,382,Bogota,Urbana,H,31,1,431000.0,231.97
447,13,Santander,Rural,M,60,0,,404.1
480,76,Bogota,Urbana,M,32,0,,338.44
748,144,Antioquia,Urbana,M,33,0,,172.79
1064,361,Valle,Rural,M,89,1,921000.0,401.41
262,181,Santander,Rural,M,88,0,,386.6
295,303,Santander,Urbana,M,59,1,1652000.0,191.68
996,152,Narino,Rural,M,21,0,,376.82
855,219,Santander,Rural,H,7,,,326.83
816,94,Antioquia,Urbana,M,60,1,2266000.0,383.68
575,382,Antioquia,Urbana,M,10,,,450.95
160,314,Valle,Urbana,M,59,1,777000.0,164.46
820,61,Bogota,Urbana,M,17,0,,287.18
334,309,Narino,Urbana,M,85,1,2266000.0,175.72
280,111,Valle,Urbana,M,79,1,1122000.0,373.66
1183,77,Narino,Urbana,M,8,,,239.3
534,36,Antioquia,Urbana,H,55,0,,245.44
1126,292,Valle,Urbana,M,56,1,1114000.0,196.16
15,136,Bogota,Urbana,H,71,0,,291.11
906,230,Antioquia,Urbana,M,33,1,1280000.0,345.62
393,352,Bogota,Urbana,H,20,0,,258.14
423,159,Antioquia,Rural,M,79,1,1482000.0,140.8
1035,28,Narino,Urbana,H,70,1,1107000.0,285.57
959,19,Antioquia,Urbana,M,33,1,1301000.0,214.13
896,342,Bogota,Rural,H,66,0,,456.6
751,352,Antioquia,Rural,M,22,1,710000.0,465.59
237,20,Santander,Urbana,M,88,0,,248.22
467,386,Bogota,Rural,M,43,1,,182.11
292,47,Santander,Urbana,H,48,1,2101000.0,138.51
234,80,Narino,Urbana,H,38,1,2930000.0,434.36
862,301,Bogota,Urbana,M,62,1,1464000.0,255.63
410,390,Valle,Urbana,M,42,1,2597000.0,293.56
852,287,Bogota,Rural,H,19,1,1572000.0,375.34
320,276,Antioquia,Urbana,M,11,,,255.01
945,367,Bogota,Urbana,H,28,0,,400.13
843,69,Antioquia,Urbana,H,27,0,,177.18
650,73,Antioquia,Urbana,H,75,0,,395.84
1090,235,Bogota,Urbana,M,72,1,1474000.0,135.6
651,277,Santander,Urbana,M,59,1,1500000.0,410.62
60,289,Bogota,Urbana,M,57,0,,455.38
1012,179,Valle,Urbana,M,57,1,892000.0,414.68
615,216,Bogota,Urbana,M,14,,,389.79
462,92,Valle,Urbana,M,31,1,1436000.0,403.8
1055,207,Valle,Urbana,M,35,0,,246.43
535,192,Santander,Rural,H,78,1,1301000.0,217.07
978,254,Valle,Urbana,M,58,1,1310000.0,413.96
1198,265,Santander,Rural,M,88,0,,140.69
1062,260,Santander,Urbana,M,45,0,,386.26
402,217,Antioquia,Rural,H,5,,,336.36
625,82,Valle,Rural,H,45,1,1175000.0,341.74
372,157,Bogota,Urbana,M,29,1,916000.0,280.44
400,128,Bogota,Urbana,H,37,0,,398.14
619,389,Antioquia,Rural,M,35,0,,429.82
1052,78,Antioquia,Rural,M,89,0,,389.75
1170,183,Valle,Urbana,M,2,,,122.12
38,153,Santander,Rural,H,66,0,,145.36
590,303,Antioquia,Urbana,H,58,0,,438.24
1181,219,Santander,Rural,H,29,0,,206.62
107,23,Antioquia,Urbana,M,39,1,1094000.0,180.44
323,168,Valle,Rural,M,44,1,2548000.0,386.87
352,99,Santander,Urbana,H,0,,,277.06
357,214,Santander,Urbana,M,35,1,1395000.0,430.5
252,224,Narino,Rural,M,9,,,439.33
710,154,Valle,Urbana,M,44,1,1028000.0,154.8
391,133,Valle,Urbana,H,77,1,2109000.0,299.92
444,191,Santander,Urbana,M,30,0,,239.95
882,238,Antioquia,Urbana,M,51,1,1679000.0,205.04
216,143,Bogota,Rural,M,61,1,660000.0,322.04
339,347,Bogota,Urbana,M,83,1,1280000.0,264.94
57,252,Narino,Rural,M,88,0,,215.11
182,109,Valle,Urbana,H,26,1,12010000.0,167.47
54,76,Antioquia,Urbana,H,63,1,537000.0,144.24
664,105,Valle,Rural,H,43,1,1808000.0,292.64
1131,112,Bogota,Rural,H,52,1,680000.0,416.47
347,129,Antioquia,Urbana,M,77,1,1460000.0,146.07
232,265,Antioquia,Rural,H,25,0,,404.98
152,210,Antioquia,Urbana,M,34,0,,241.16
1014,17,Santander,Urbana,M,71,1,2368000.0,214.23
1033,247,Bogota,Urbana,M,38,1,1143000.0,272.27
231,210,Antioquia,Urbana,H,68,1,1971000.0,289.67
525,363,Antioquia,Urbana,M,0,,,330.9
856,385,Bogota,Urbana,H,5,,,140.89
979,171,Antioquia,Urbana,M,68,1,22780000.0,346.21
984,14,Bogota,Urbana,M,15,0,,440.97
258,66,Santander,Urbana,M,89,0,,421.93
389,218,Narino,Rural,M,49,0,,377.52
526,56,Valle,Urbana,H,86,0,,293.7
186,398,Valle,Urbana,M,8,,,128.41
44,312,Bogota,Rural,H,48,1,2331000.0,248.13
474,272,Bogota,Urbana,M,63,1,2847000.0,391.82
1007,25,Bogota,Rural,M,65,0,,457.61
143,188,Valle,Urbana,H,12,,,147.51
1072,368,Santander,Urbana,M,26,1,936000.0,465.62
1078,136,Bogota,Urbana,H,11,,,418.02
802,301,Bogota,Urbana,H,54,0,,308.07
718,381,Antioquia,Urbana,M,44,1,2145000.0,475.59
687,257,Santander,Urbana,M,16,1,521000.0,216.05
839,88,Valle,Rural,H,62,1,,213.18
330,10,Valle,Urbana,H,14,,,180.87
513,100,Valle,Urbana,H,65,0,,282.77
858,222,Bogota,Urbana,H,48,0,,142.48
580,302,Bogota,Rural,H,0,,,308.99
1009,18,Valle,Urbana,M,56,1,2599000.0,443.58
661,98,Valle,Urbana,H,73,0,,172.18
1053,219,Antioquia,Urbana,M,21,1,769000.0,182.0
826,225,Bogota,Urbana,H,82,1,884000.0,267.59
1103,227,Valle,Urbana,H,33,1,998000.0,342.71
893,384,Narino,Urbana,H,45,1,1718000.0,478.6
788,116,Antioquia,Urbana,H,31,1,3234000.0,257.74
936,246,Antioquia,Urbana,H,55,1,1110000.0,420.57
1089,175,Bogota,Urbana,M,75,1,1097000.0,414.84
644,120,Antioquia,Rural,H,35,0,,136.96
1066,392,Antioquia,Rural,H,49,1,1064000.0,452.65
284,53,Valle,Urbana,M,80,0,,458.1
646,281,Bogota,Rural,M,56,0,,402.69
418,12,Bogota,Urbana,M,71,1,1051000.0,460.0
1030,23,Antioquia,Urbana,M,59,0,,437.12
643,382,Antioquia,Rural,M,27,1,1260000.0,240.27
839,88,Valle,Rural,H,62,1,,213.18
115,329,Santander,Urbana,H,22,1,,412.9
808,84,Valle,Rural,M,87,1,1163000.0,232.62
290,316,Santander,Urbana,M,87,0,,410.17
784,171,Narino,Urbana,M,74,0,,475.28
1096,302,Antioquia,Rural,H,61,1,3306000.0,337.16
272,47,Santander,Rural,M,88,1,1014000.0,165.25
712,217,Antioquia,Urbana,M,9,,,238.82
314,82,Santander,Urbana,M,89,0,,458.18
754,397,Santander,Rural,M,56,0,,156.46
285,89,Valle,Urbana,H,84,1,1442000.0,365.97
130,52,Bogota,Urbana,H,51,1,924000.0,125.96
396,288,Valle,Urbana,M,2,,,269.94
327,194,Bogota,Rural,M,53,0,,254.5
931,40,Valle,Urbana,M,13,,,163.36
898,188,Bogota,Urbana,M,42,0,,241.61
780,351,Valle,Urbana,H,67,0,,278.34
41,292,Santander,Urbana,H,27,0,,264.69
307,65,Santander,Urbana,H,77,1,2164000.0,280.4
374,229,Santander,Urbana,M,15,0,,275.6
830,292,Antioquia,Urbana,M,74,0,,478.48
496,245,Bogota,Urbana,M,4,,,442.23
273,289,Bogota,Urbana,M,76,0,,366.76
9,131,Bogota,Urbana,H,88,1,2438000.0,463.61
956,176,Antioquia,Urbana,M,66,0,,287.46
746,310,Antioquia,Urbana,M,24,0,,188.12
653,317,Santander,Rural,M,88,0,,300.36
949,230,Valle,Rural,M,8,,,252.57
398,190,Bogota,Urbana,H,17,1,2486000.0,423.08
415,356,Bogota,Urbana,M,67,1,1701000.0,446.7
853,3,Bogota,Rural,M,2,,,249.06
759,261,Santander,Rural,H,19,1,1035000.0,416.68
924,177,Antioquia,Urbana,H,68,1,1600000.0,291.16
505,262,Antioquia,Urbana,H,44,1,2357000.0,291.9
533,88,Valle,Urbana,M,69,1,344000.0,157.37
977,53,Valle,Urbana,M,11,,,335.03
1000,163,Bogota,Urbana,M,5,,,328.37
868,12,Antioquia,Urbana,H,36,1,718000.0,245.47
1073,340,Santander,Rural,M,77,0,,461.39
492,4,Santander,Urbana,M,60,0,,293.76
80,3,Narino,Urbana,H,0,,,155.49
797,20,Valle,Urbana,H,50,1,1456000.0,330.82
343,267,Antioquia,Urbana,M,51,1,2058000.0,120.47
1194,115,Bogota,Rural,M,29,1,1391000.0,218.09
50,102,Santander,Rural,H,22,1,1137000.0,306.85
251,368,Bogota,Urbana,H,12,,,231.76
1121,12,Antioquia,Urbana,M,43,0,,166.84
21,113,Valle,Urbana,H,33,1,1735000.0,281.18
570,88,Bogota,Rural,H,31,0,,413.73
912,308,Valle,Urbana,H,22,0,,194.95
136,49,Bogota,Urbana,H,89,1,1259000.0,457.87
537,176,Antioquia,Urbana,H,48,0,,338.8
568,323,Narino,Rural,M,87,0,,430.44
654,226,Antioquia,Rural,H,7,,,235.83
697,145,Santander,Rural,M,75,1,2438000.0,390.94
1036,176,Bogota,Urbana,H,79,0,,129.24
482,377,Valle,Urbana,M,61,1,830000.0,152.79
34,246,Narino,Urbana,M,79,1,1208000.0,421.04
1132,92,Antioquia,Urbana,H,87,1,1421000.0,250.54
383,36,Narino,Rural,M,22,0,,426.84
26,117,Antioquia,Urbana,M,66,1,736000.0,177.63
48,289,Santander,Urbana,H,5,,,222.34
1031,260,Valle,Urbana,H,32,1,1600000.0,281.15
175,242,Bogota,Urbana,H,83,0,,453.16
30,352,Santander,Urbana,M,86,1,3156000.0,364.76
572,256,Bogota,Rural,H,72,1,729000.0,197.18
154,117,Valle,Urbana,M,79,0,,282.2
983,39,Santander,Urbana,H,69,1,1483000.0,140.73
1111,195,Antioquia,Urbana,M,87,1,1463000.0,454.4
1016,24,Antioquia,Urbana,H,43,1,1373000.0,122.69
162,119,Santander,Urbana,M,87,1,4380000.0,258.91
245,27,Santander,Urbana,M,67,1,1167000.0,188.71
511,272,Santander,Urbana,H,7,,,213.03
159,83,Santander,Urbana,M,57,1,,204.91
531,279,Valle,Urbana,H,49,0,,133.1
502,277,Bogota,Urbana,M,27,1,3323000.0,261.19
433,209,Santander,Urbana,H,67,0,,378.52
963,368,Antioquia,Urbana,M,72,1,1762000.0,399.92
1098,7,Bogota,Urbana,M,24,0,,284.8
333,64,Valle,Urbana,M,58,1,2087000.0,221.39
917,137,Bogota,Urbana,M,54,0,,160.3
367,88,Valle,Urbana,M,19,0,,238.12
1127,207,Bogota,Urbana,M,76,1,2054000.0,463.76
55,140,Antioquia,Urbana,M,3,,,193.83
585,67,Valle,Urbana,M,9,,,193.41
681,179,Valle,Rural,H,55,1,1564000.0,152.68
899,144,Antioquia,Rural,H,69,1,731000.0,439.39
190,147,Narino,Urbana,H,56,1,2244000.0,263.23
905,343,Bogota,Rural,H,25,1,1308000.0,289.41
25,202,Antioquia,Rural,M,19,1,1021000.0,242.55
299,126,Bogota,Urbana,H,18,1,672000.0,143.04
557,348,Valle,Urbana,M,55,0,,169.86
576,328,Bogota,Urbana,M,22,1,1706000.0,413.08
19,26,Narino,Rural,M,52,1,1306000.0,283.52
995,239,Antioquia,Urbana,M,89,0,,409.08
255,170,Antioquia,Urbana,H,71,0,,194.05
226,311,Antioquia,Urbana,M,16,1,4280000.0,256.31
600,279,Bogota,Rural,H,43,1,593000.0,267.29
872,54,Antioquia,Urbana,M,23,1,1428000.0,295.85
420,400,Antioquia,Rural,H,76,0,,158.1
1168,275,Santander,Rural,H,35,1,2203000.0,285.23
1038,234,Narino,Urbana,M,37,0,,425.78
223,111,Santander,Urbana,M,41,0,,445.66
939,321,Antioquia,Urbana,H,69,1,1072000.0,132.06
425,106,Bogota,Urbana,M,61,1,1497000.0,124.16
219,121,Antioquia,Urbana,M,30,0,,273.38
308,278,Valle,Rural,H,75,1,1522000.0,316.28
795,218,Antioquia,Urbana,M,60,0,,243.78
172,239,Bogota,Urbana,M,12,,,301.16
443,324,Antioquia,Rural,M,0,,,472.56
883,48,Bogota,Urbana,M,57,0,,415.03
706,101,Narino,Rural,M,66,1,2088000.0,220.85
771,190,Santander,Urbana,M,56,0,,250.72
287,163,Narino,Urbana,M,44,1,1412000.0,299.46
67,213,Bogota,Urbana,H,50,1,1494000.0,428.42
454,395,Santander,Rural,M,39,1,989000.0,264.05
1175,54,Narino,Urbana,M,14,,,128.91
72,44,Narino,Urbana,M,86,0,,173.38
881,319,Antioquia,Urbana,M,74,0,,329.32
413,158,Bogota,Urbana,H,44,1,,279.87
83,312,Narino,Rural,H,40,1,1028000.0,465.31
157,213,Valle,Rural,H,78,1,659000.0,296.04
1162,215,Bogota,Rural,H,87,1,1231000.0,418.29
16,112,Narino,Urbana,M,68,0,,334.2
266,54,Bogota,Urbana,H,8,,,268.13
536,55,Antioquia,Urbana,H,71,1,2373000.0,369.26
821,344,Bogota,Urbana,M,47,1,,221.16
452,365,Antioquia,Rural,H,69,1,1516000.0,423.04
887,345,Santander,Urbana,H,47,0,,211.15
817,231,Valle,Urbana,H,54,1,3128000.0,467.62
405,83,Bogota,Rural,M,83,1,1174000.0,156.97
1120,307,Antioquia,Urbana,M,27,0,,248.07
491,35,Narino,Urbana,M,64,1,1565000.0,198.09
1083,309,Bogota,Urbana,H,35,0,,188.08
542,211,Antioquia,Rural,M,66,1,581000.0,389.12
694,159,Narino,Urbana,H,25,0,,275.01
740,344,Bogota,Urbana,M,6,,,157.97
365,288,Antioquia,Urbana,M,57,1,1764000.0,132.75
630,330,Narino,Urbana,M,75,1,2823000.0,363.14
460,364,Bogota,Urbana,H,52,0,,226.72
105,39,Bogota,Urbana,M,25,1,1342000.0,176.21
269,379,Bogota,Urbana,H,36,1,4301000.0,226.93
609,178,Bogota,Rural,M,35,1,1680000.0,120.54
1125,268,Bogota,Urbana,H,42,0,,328.48
962,54,Santander,Rural,M,82,0,,129.96
1056,182,Santander,Urbana,H,10,,,158.51
662,292,Valle,Urbana,H,54,1,606000.0,344.9
242,366,Valle,Rural,M,73,0,,250.66
431,227,Antioquia,Rural,H,69,0,,405.82
815,71,Santander,Urbana,H,12,,,133.12
972,14,Santander,Urbana,H,53,1,2247000.0,267.53
204,175,Bogota,Urbana,H,48,1,407000.0,355.35
1176,184,Santander,Urbana,H,24,0,,425.06
596,97,Bogota,Rural,H,79,1,1561000.0,178.35
631,127,Valle,Urbana,H,53,0,,393.3
97,86,Bogota,Rural,H,47,1,910000.0,385.58
468,347,Narino,Urbana,M,46,0,,167.79
1196,339,Valle,Urbana,M,33,1,1016000.0,319.07
493,42,Narino,Urbana,M,61,0,,381.48
167,233,Antioquia,Urbana,M,42,0,,387.73
914,109,Bogota,Urbana,M,77,1,1133000.0,189.41
702,381,Antioquia,Urbana,M,35,0,,174.09
695,301,Valle,Rural,M,86,1,1104000.0,198.24
10,206,Santander,Rural,M,76,1,,190.49
605,60,Antioquia,Urbana,M,28,0,,398.64
316,367,Bogota,Urbana,H,35,1,1747000.0,203.85
774,201,Antioquia,Urbana,H,16,1,1154000.0,185.08
362,377,Bogota,Urbana,H,68,1,2276000.0,310.98
139,326,Bogota,Rural,H,47,1,1734000.0,147.35
824,288,Bogota,Urbana,M,45,1,1764000.0,205.99
277,220,Bogota,Urbana,H,55,1,2386000.0,329.59
385,314,Santander,Urbana,M,27,1,1176000.0,132.68
569,39,Antioquia,Urbana,H,43,0,,194.45
1080,226,Antioquia,Rural,M,18,1,2033000.0,400.98
773,279,Bogota,Urbana,H,50,1,2610000.0,271.71
89,196,Bogota,Rural,M,86,1,913000.0,216.91
91,34,Valle,Rural,H,28,0,,179.44
766,157,Narino,Rural,H,18,1,2197000.0,158.88
281,319,Valle,Rural,M,82,0,,231.14
652,186,Santander,Rural,H,76,1,1485000.0,127.68
461,230,Narino,Urbana,H,17,0,,198.64
889,226,Santander,Urbana,M,55,1,1906000.0,469.38
800,187,Santander,Urbana,H,41,1,2208000.0,160.56
301,307,Santander,Urbana,H,73,0,,127.67
864,210,Santander,Urbana,M,36,1,456000.0,232.96
203,308,Antioquia,Urbana,M,44,0,,258.65
403,270,Narino,Urbana,H,53,0,,314.25
341,249,Bogota,Rural,H,20,0,,444.09
366,137,Narino,Urbana,M,75,0,,231.91
24,251,Antioquia,Urbana,M,61,1,1864000.0,443.11
346,344,Santander,Urbana,H,9,,,185.56
677,231,Santander,Urbana,H,60,0,,263.18
1193,193,Bogota,Urbana,H,20,1,791000.0,290.48
335,68,Bogota,Urbana,M,41,0,,124.03
311,61,Bogota,Urbana,H,83,0,,377.34
1156,201,Antioquia,Urbana,M,46,1,3755000.0,349.31
641,346,Narino,Urbana,M,73,0,,284.62
354,277,Antioquia,Urbana,H,48,1,1865000.0,239.28
736,368,Santander,Urbana,M,34,0,,302.67
1188,215,Santander,Urbana,H,76,1,555000.0,140.98
241,302,Santander,Urbana,H,17,1,570000.0,415.96
667,78,Antioquia,Urbana,H,28,0,,452.29
319,326,Valle,Rural,M,47,0,,287.69
1042,266,Antioquia,Rural,M,30,1,807000.0,307.63
263,342,Santander,Urbana,M,9,,,122.97
99,265,Santander,Urbana,M,1,,,360.11
168,69,Bogota,Rural,H,62,1,1496000.0,146.11
497,374,Valle,Urbana,H,24,1,1129000.0,472.07
726,71,Valle,Rural,M,25,0,,259.63
276,253,Narino,Urbana,H,37,1,2757000.0,331.81
90,278,Valle,Urbana,H,83,1,2231000.0,142.15
715,113,Valle,Rural,M,76,0,,177.15
516,69,Bogota,Urbana,M,86,0,,366.05
999,261,Bogota,Urbana,H,22,0,,418.99
332,94,Bogota,Urbana,M,61,1,1230000.0,463.1
1152,18,Bogota,Urbana,H,65,1,1741000.0,169.64
434,306,Valle,Urbana,H,70,0,,234.19
1164,268,Valle,Urbana,M,25,0,,264.76
1100,277,Santander,Urbana,M,4,,,317.94
487,348,Bogota,Urbana,H,58,1,1043000.0,275.38
659,241,Antioquia,Urbana,H,79,1,691000.0,264.94
916,338,Santander,Rural,M,29,1,1033000.0,174.46
532,379,Antioquia,Urbana,H,5,,,135.92
841,131,Valle,Rural,M,27,1,1922000.0,250.2
1048,175,Antioquia,Urbana,M,36,0,,446.87
261,5,Antioquia,Rural,H,3,,,420.0
811,77,Bogota,Urbana,M,44,0,,257.59
306,39,Santander,Rural,M,75,0,,138.72
877,132,Santander,Urbana,M,36,0,,214.78
1008,1,Antioquia,Urbana,H,67,1,933000.0,299.73
703,307,Santander,Urbana,H,15,1,1277000.0,375.76
772,28,Antioquia,Urbana,H,7,,,149.23
1147,167,Bogota,Rural,H,15,1,1140000.0,126.56
197,156,Bogota,Urbana,M,22,1,1298000.0,280.6
141,369,Antioquia,Urbana,H,10,,,370.35
595,214,Bogota,Rural,M,81,0,,306.96
123,210,Bogota,Urbana,H,38,0,,347.58
495,358,Valle,Urbana,H,33,1,2267000.0,199.54
822,206,Bogota,Rural,H,86,0,,437.88
111,125,Valle,Urbana,H,5,,,446.3
85,360,Bogota,Urbana,M,2,,,455.93
951,52,Santander,Urbana,M,79,1,2461000.0,403.52
514,137,Bogota,Urbana,M,85,0,,279.17
692,332,Bogota,Urbana,M,13,,,342.93
483,351,Santander,Urbana,M,3,,,433.81
1138,326,Santander,Urbana,M,67,1,1085000.0,355.14
974,70,Antioquia,Urbana,H,42,1,,310.89
612,197,Santander,Urbana,H,60,1,631000.0,389.63
794,400,Santander,Urbana,M,28,1,1168000.0,375.39
75,308,Valle,Urbana,M,89,1,1614000.0,130.89
1190,311,Valle,Urbana,H,70,1,908000.0,265.52
1037,263,Antioquia,Urbana,M,36,0,,447.22
274,70,Valle,Urbana,M,45,1,736000.0,389.77
792,370,Antioquia,Urbana,M,81,0,,401.24
397,345,Bogota,Urbana,H,3,,,156.16
155,68,Bogota,Rural,H,83,0,,255.77
136,49,Bogota,Urbana,H,89,1,1259000.0,457.87
192,186,Valle,Urbana,H,6,,,190.2
798,327,Narino,Rural,H,4,,,333.41
1165,34,Santander,Urbana,H,53,1,3296000.0,233.43
188,69,Santander,Urbana,H,59,1,856000.0,386.74
51,59,Bogota,Rural,H,46,0,,444.99
39,50,Santander,Urbana,H,28,0,,193.31
419,395,Narino,Urbana,M,68,1,1432000.0,400.98
1141,164,Bogota,Urbana,H,21,1,1671000.0,225.08
209,1,Bogota,Urbana,M,15,1,1141000.0,222.47
376,384,Antioquia,Rural,H,72,1,2901000.0,355.71
464,28,Santander,Urbana,H,41,0,,317.4
471,64,Valle,Rural,H,72,1,671000.0,325.17
518,313,Antioquia,Urbana,H,61,1,3116000.0,191.19
76,113,Bogota,Urbana,M,39,1,1408000.0,203.33
911,14,Bogota,Rural,M,69,1,839000.0,162.22
249,279,Narino,Urbana,M,69,0,,474.87
560,334,Bogota,Urbana,H,57,0,,338.29
303,94,Bogota,Rural,H,54,0,,474.34
583,85,Valle,Urbana,M,89,1,3565000.0,458.38
900,378,Bogota,Urbana,H,27,0,,442.55
1044,312,Valle,Urbana,M,43,0,,134.5
336,129,Santander,Urbana,M,56,1,1265000.0,251.15
738,15,Bogota,Urbana,M,81,0,,391.24
799,264,Valle,Urbana,H,64,1,860000.0,475.75
12,250,Bogota,Urbana,M,79,0,,384.42
1010,209,Narino,Urbana,H,36,0,,343.15
637,295,Antioquia,Urbana,H,66,0,,327.76
486,110,Santander,Rural,M,33,1,640000.0,397.19
463,230,Antioquia,Urbana,M,48,1,1483000.0,154.96
539,293,Valle,Rural,M,74,0,,444.32
628,372,Antioquia,Rural,H,32,1,2939000.0,325.41
282,33,Valle,Urbana,M,45,1,724000.0,258.88
254,10,Antioquia,Urbana,M,6,,,132.98
708,220,Valle,Urbana,M,13,,,322.23
1084,268,Bogota,Urbana,H,77,1,667000.0,192.63
1174,364,Antioquia,Urbana,M,89,0,,282.17
224,105,Bogota,Urbana,M,50,1,830000.0,139.2
578,267,Narino,Urbana,H,16,1,1180000.0,423.06
673,208,Bogota,Urbana,M,24,1,782000.0,385.52
814,179,Antioquia,Rural,M,48,0,,211.11
220,86,Narino,Urbana,H,11,,,169.58
1005,259,Bogota,Urbana,H,59,1,1402000.0,441.09
426,196,Narino,Urbana,M,23,0,,421.04
370,132,Santander,Rural,H,3,,,345.38
987,160,Santander,Urbana,H,45,1,1857000.0,363.32
70,321,Antioquia,Urbana,H,30,1,1134000.0,208.81
191,238,Antioquia,Urbana,M,76,0,,321.76
581,54,Santander,Rural,H,30,0,,253.76
22,317,Antioquia,Urbana,M,81,1,801000.0,143.14
78,68,Antioquia,Rural,H,24,1,2074000.0,410.29
548,97,Bogota,Urbana,M,73,1,2960000.0,335.5
336,129,Santander,Urbana,M,56,1,1265000.0,251.15
749,220,Santander,Urbana,H,70,0,,344.74
406,275,Narino,Urbana,M,49,0,,201.49
1071,399,Bogota,Urbana,H,35,1,1356000.0,234.79
827,219,Valle,Urbana,H,53,1,,414.78
126,320,Bogota,Urbana,M,61,0,,130.27
229,94,Santander,Rural,M,41,0,,132.27
758,148,Bogota,Urbana,H,76,0,,175.93
43,160,Bogota,Urbana,M,82,0,,391.83
517,311,Bogota,Rural,M,50,1,1204000.0,194.57
890,294,Antioquia,Urbana,M,18,1,1449000.0,394.42
937,6,Narino,Urbana,M,16,0,,331.94
909,116,Antioquia,Urbana,M,46,0,,296.71
573,116,Santander,Rural,H,83,0,,337.13
577,151,Valle,Rural,M,89,0,,284.94
1086,393,Bogota,Urbana,M,14,,,383.09
622,201,Antioquia,Urbana,M,14,,,122.69
768,56,Antioquia,Rural,M,69,0,,297.63
744,67,Valle,Urbana,H,18,0,,369.25
375,309,Bogota,Urbana,M,75,0,,360.79
206,304,Santander,Urbana,H,84,0,,392.83
317,239,Valle,Rural,H,75,0,,130.27
665,112,Bogota,Rural,H,30,0,,214.52
967,6,Bogota,Urbana,H,75,0,,301.29
7,117,Narino,Urbana,M,68,1,4467000.0,144.47
1097,43,Bogota,Urbana,H,34,1,5000000.0,389.54
803,339,Antioquia,Urbana,M,89,1,1848000.0,471.95
787,197,Narino,Urbana,M,83,1,730000.0,392.27
845,215,Narino,Rural,M,60,0,,254.43
494,120,Valle,Urbana,M,66,0,,159.86
920,189,Antioquia,Urbana,M,34,0,,250.54
1021,265,Santander,Urbana,H,32,0,,120.82
501,151,Antioquia,Urbana,H,22,0,,210.24
1195,70,Valle,Urbana,M,37,0,,136.07
1043,310,Bogota,Urbana,M,22,0,,316.88
934,136,Narino,Urbana,M,12,,,210.32
260,202,Valle,Urbana,M,82,1,2413000.0,468.47
283,20,Valle,Urbana,M,21,1,,361.92
980,44,Antioquia,Rural,H,35,1,2128000.0,437.4
635,209,Santander,Urbana,H,15,0,,217.64
591,181,Antioquia,Rural,H,77,1,750000.0,466.62
161,130,Bogota,Urbana,M,80,0,,396.77
950,232,Valle,Urbana,H,71,0,,157.61
475,255,Bogota,Urbana,H,86,1,1449000.0,460.28
456,388,Santander,Rural,M,7,,,255.06
321,153,Valle,Rural,M,67,0,,182.82
435,35,Antioquia,Rural,M,77,1,935000.0,240.78
1172,329,Antioquia,Urbana,M,40,0,,242.16
300,286,Santander,Urbana,H,73,0,,438.3
437,214,Antioquia,Urbana,H,71,1,1384000.0,241.12
1107,116,Narino,Urbana,H,47,1,1563000.0,237.93
439,117,Bogota,Urbana,M,44,1,1181000.0,208.83
326,123,Antioquia,Urbana,M,12,,,332.56
404,199,Bogota,Urbana,H,67,0,,120.83
565,281,Bogota,Urbana,H,58,1,1435000.0,461.05
293,377,Bogota,Urbana,M,13,,,212.33
279,372,Bogota,Urbana,M,30,0,,229.98
656,10,Bogota,Urbana,M,87,0,,241.92
733,319,Valle,Urbana,M,16,0,,156.19
554,11,Narino,Urbana,M,0,,,232.33
95,215,Antioquia,Rural,M,8,,,397.1
1148,24,Bogota,Urbana,M,58,1,2139000.0,346.87
